Gene-Name	True-Classification
Mesodinium_rubrum|Trans_1223_Len_1614_Cov_13.87_OG5_129861	Cryptophyte
Mesodinium_rubrum|Trans_5085_Len_666_Cov_18.71_OG5_126762	Cryptophyte
Mesodinium_rubrum|Trans_15183_Len_324_Cov_13.82_OG5_127222	Cryptophyte
Mesodinium_rubrum|Trans_2159_Len_984_Cov_69.94_OG5_127200	Mesodinium
Mesodinium_rubrum|Trans_3076_Len_711_Cov_35.56_OG5_131746	Cryptophyte
Mesodinium_rubrum|Trans_22826_Len_465_Cov_54.95_OG5_127012	Mesodinium
Mesodinium_rubrum|Trans_58469_Len_231_Cov_26.49_OG5_127498	Mesodinium
Mesodinium_rubrum|Trans_5338_Len_1128_Cov_271.76_OG5_126595	Mesodinium
Mesodinium_rubrum|Trans_351_Len_2649_Cov_38.95_OG5_138027	Cryptophyte
Mesodinium_rubrum|Trans_11241_Len_180_Cov_27.02_OG5_130434	Cryptophyte
Mesodinium_rubrum|Trans_3480_Len_1155_Cov_44.59_OG5_126741	Mesodinium
Mesodinium_rubrum|Trans_39289_Len_225_Cov_600.03_OG5_129799	Mesodinium
Mesodinium_rubrum|Trans_1060_Len_888_Cov_122.55_OG5_127800	Mesodinium
Mesodinium_rubrum|Trans_24419_Len_468_Cov_14.02_OG5_128098	Mesodinium
Mesodinium_rubrum|Trans_551_Len_1785_Cov_175.92_OG5_127599	Mesodinium
Mesodinium_rubrum|Trans_8494_Len_510_Cov_19.17_OG5_156551	Cryptophyte
Mesodinium_rubrum|Trans_5823_Len_1122_Cov_11.42_OG5_126796	Cryptophyte
Mesodinium_rubrum|Trans_29508_Len_240_Cov_3233.38_OG5_126872	Mesodinium
Mesodinium_rubrum|Trans_5271_Len_408_Cov_10.05_OG5_126740	Cryptophyte
Mesodinium_rubrum|Trans_5736_Len_1191_Cov_22.47_OG5_130982	Mesodinium
Mesodinium_rubrum|Trans_4144_Len_813_Cov_39.50_OG5_129849	Mesodinium
Mesodinium_rubrum|Trans_9108_Len_228_Cov_20.36_OG5_128257	Cryptophyte
Mesodinium_rubrum|Trans_259_Len_1116_Cov_32.57_OG5_128542	Mesodinium
Mesodinium_rubrum|Trans_11198_Len_894_Cov_24.65_OG5_127394	Mesodinium
Mesodinium_rubrum|Trans_7045_Len_1125_Cov_4032.90_OG5_126611	Mesodinium
Mesodinium_rubrum|Trans_22423_Len_186_Cov_58.18_OG5_130323	Cryptophyte
Mesodinium_rubrum|Trans_1346_Len_1053_Cov_83.79_OG5_127200	Mesodinium
Mesodinium_rubrum|Trans_1558_Len_1293_Cov_21.05_OG5_127550	Mesodinium
Mesodinium_rubrum|Trans_20416_Len_462_Cov_85.05_OG5_126956	Mesodinium
Mesodinium_rubrum|Trans_57_Len_4596_Cov_12.00_OG5_129781	Cryptophyte
Mesodinium_rubrum|Trans_1291_Len_609_Cov_19.95_OG5_127310	Cryptophyte
Mesodinium_rubrum|Trans_25007_Len_276_Cov_12.01_OG5_128690	Cryptophyte
Mesodinium_rubrum|Trans_14873_Len_561_Cov_415.35_OG5_129395	Mesodinium
Mesodinium_rubrum|Trans_21846_Len_414_Cov_16.31_OG5_128549	Mesodinium
Mesodinium_rubrum|Trans_6467_Len_480_Cov_25.03_OG5_126792	Cryptophyte
Mesodinium_rubrum|Trans_2962_Len_1188_Cov_502.02_OG5_126734	Cryptophyte
Mesodinium_rubrum|Trans_12849_Len_624_Cov_872.99_OG5_127014	Mesodinium
Mesodinium_rubrum|Trans_18462_Len_372_Cov_38.48_OG5_128397	Mesodinium
Mesodinium_rubrum|Trans_1967_Len_1134_Cov_70.56_OG5_127684	Mesodinium
Mesodinium_rubrum|Trans_7488_Len_945_Cov_325.01_OG5_126748	Mesodinium
Mesodinium_rubrum|Trans_36386_Len_342_Cov_102.14_OG5_126907	Cryptophyte
Mesodinium_rubrum|Trans_20031_Len_444_Cov_27.27_OG5_126800	Cryptophyte
Mesodinium_rubrum|Trans_19695_Len_423_Cov_72.19_OG5_127729	Mesodinium
Mesodinium_rubrum|Trans_3161_Len_1398_Cov_13.31_OG5_127011	Cryptophyte
Mesodinium_rubrum|Trans_78_Len_3993_Cov_25.91_OG5_127725	Cryptophyte
Mesodinium_rubrum|Trans_2225_Len_1623_Cov_15.66_OG5_141430	Cryptophyte
Mesodinium_rubrum|Trans_2488_Len_846_Cov_17.43_OG5_127487	Cryptophyte
Mesodinium_rubrum|Trans_5331_Len_615_Cov_11.43_OG5_135393	Cryptophyte
Mesodinium_rubrum|Trans_4912_Len_1281_Cov_123.97_OG5_129927	Mesodinium
Mesodinium_rubrum|Trans_23930_Len_516_Cov_964.82_OG5_126792	Mesodinium
Mesodinium_rubrum|Trans_6462_Len_636_Cov_53.57_OG5_127547	Cryptophyte
Mesodinium_rubrum|Trans_2336_Len_1098_Cov_26.99_OG5_128304	Cryptophyte
Mesodinium_rubrum|Trans_21633_Len_573_Cov_22.19_OG5_126676	Mesodinium
Mesodinium_rubrum|Trans_21118_Len_258_Cov_30.99_OG5_129603	Mesodinium
Mesodinium_rubrum|Trans_4278_Len_1326_Cov_5402.71_OG5_126611	Mesodinium
Mesodinium_rubrum|Trans_6031_Len_888_Cov_25.59_OG5_126641	Cryptophyte
Mesodinium_rubrum|Trans_22473_Len_303_Cov_157.90_OG5_126760	Cryptophyte
Mesodinium_rubrum|Trans_6170_Len_648_Cov_66.18_OG5_132879	Mesodinium
Mesodinium_rubrum|Trans_2808_Len_1110_Cov_13.59_OG5_127836	Cryptophyte
Mesodinium_rubrum|Trans_3138_Len_1185_Cov_60.01_OG5_131388	Mesodinium
Mesodinium_rubrum|Trans_310_Len_2808_Cov_22.64_OG5_130145	Cryptophyte
Mesodinium_rubrum|Trans_12326_Len_774_Cov_281.91_OG5_127002	Cryptophyte
Mesodinium_rubrum|Trans_1825_Len_1338_Cov_11.21_OG5_129995	Mesodinium
Mesodinium_rubrum|Trans_18059_Len_360_Cov_69.28_OG5_130122	Mesodinium
Mesodinium_rubrum|Trans_1872_Len_1731_Cov_338.04_OG5_128289	Mesodinium
Mesodinium_rubrum|Trans_1810_Len_1842_Cov_88.83_OG5_138849	Mesodinium
Mesodinium_rubrum|Trans_2105_Len_1473_Cov_17.18_OG5_127382	Mesodinium
Mesodinium_rubrum|Trans_14470_Len_510_Cov_126.02_OG5_129841	Mesodinium
Mesodinium_rubrum|Trans_26999_Len_444_Cov_90.70_OG5_126940	Cryptophyte
Mesodinium_rubrum|Trans_2857_Len_1242_Cov_11.19_OG5_126985	Cryptophyte
Mesodinium_rubrum|Trans_13489_Len_594_Cov_140.23_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_8196_Len_924_Cov_61.93_OG5_128124	Mesodinium
Mesodinium_rubrum|Trans_17412_Len_645_Cov_1496.91_OG5_127114	Mesodinium
Mesodinium_rubrum|Trans_1906_Len_1569_Cov_50.38_OG5_127036	Mesodinium
Mesodinium_rubrum|Trans_3537_Len_1377_Cov_13.89_OG5_127722	Cryptophyte
Mesodinium_rubrum|Trans_6797_Len_843_Cov_129.83_OG5_127077	Cryptophyte
Mesodinium_rubrum|Trans_42752_Len_357_Cov_10.23_OG5_128925	Cryptophyte
Mesodinium_rubrum|Trans_22917_Len_441_Cov_493.01_OG5_127497	Mesodinium
Mesodinium_rubrum|Trans_10842_Len_789_Cov_712.28_OG5_130018	Mesodinium
Mesodinium_rubrum|Trans_1782_Len_1041_Cov_105.27_OG5_130685	Mesodinium
Mesodinium_rubrum|Trans_15023_Len_315_Cov_15.32_OG5_129529	Cryptophyte
Mesodinium_rubrum|Trans_1795_Len_1494_Cov_15.21_OG5_128625	Cryptophyte
Mesodinium_rubrum|Trans_1155_Len_1794_Cov_477.11_OG5_130052	Mesodinium
Mesodinium_rubrum|Trans_4307_Len_1311_Cov_48.53_OG5_127200	Mesodinium
Mesodinium_rubrum|Trans_7092_Len_804_Cov_23.05_OG5_127746	Cryptophyte
Mesodinium_rubrum|Trans_8519_Len_1017_Cov_1133.72_OG5_127516	Mesodinium
Mesodinium_rubrum|Trans_508_Len_1476_Cov_13.63_OG5_127621	Cryptophyte
Mesodinium_rubrum|Trans_4640_Len_1044_Cov_39.81_OG5_126780	Mesodinium
Mesodinium_rubrum|Trans_5402_Len_1023_Cov_562.32_OG5_127569	Mesodinium
Mesodinium_rubrum|Trans_2322_Len_774_Cov_103.24_OG5_128896	Mesodinium
Mesodinium_rubrum|Trans_556_Len_1725_Cov_63.85_OG5_126601	Cryptophyte
Mesodinium_rubrum|Trans_15432_Len_537_Cov_19.40_OG5_128397	Cryptophyte
Mesodinium_rubrum|Trans_10722_Len_399_Cov_22.52_OG5_127372	Cryptophyte
Mesodinium_rubrum|Trans_2454_Len_336_Cov_37.13_OG5_127392	Mesodinium
Mesodinium_rubrum|Trans_6398_Len_639_Cov_63.51_OG5_127834	Cryptophyte
Mesodinium_rubrum|Trans_1614_Len_1935_Cov_133.16_OG5_129969	Mesodinium
Mesodinium_rubrum|Trans_4601_Len_948_Cov_39.21_OG5_127933	Cryptophyte
Mesodinium_rubrum|Trans_15563_Len_711_Cov_101.39_OG5_126706	Mesodinium
Mesodinium_rubrum|Trans_2106_Len_1503_Cov_16.71_OG5_127665	Mesodinium
Mesodinium_rubrum|Trans_3211_Len_1512_Cov_11.15_OG5_128625	Cryptophyte
Mesodinium_rubrum|Trans_4950_Len_1230_Cov_240.64_OG5_126741	Mesodinium
Mesodinium_rubrum|Trans_5160_Len_1176_Cov_153.03_OG5_126741	Mesodinium
Mesodinium_rubrum|Trans_676_Len_1470_Cov_24.18_OG5_127738	Cryptophyte
Mesodinium_rubrum|Trans_2658_Len_1146_Cov_66.13_OG5_127282	Cryptophyte
Mesodinium_rubrum|Trans_34223_Len_396_Cov_1865.61_OG5_128257	Mesodinium
Mesodinium_rubrum|Trans_9997_Len_240_Cov_207.79_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_18150_Len_636_Cov_216.44_OG5_128539	Mesodinium
Mesodinium_rubrum|Trans_3234_Len_1254_Cov_180.42_OG5_130359	Mesodinium
Mesodinium_rubrum|Trans_5888_Len_591_Cov_26.26_OG5_127523	Cryptophyte
Mesodinium_rubrum|Trans_6602_Len_732_Cov_11.15_OG5_127628	Cryptophyte
Mesodinium_rubrum|Trans_21113_Len_534_Cov_172.02_OG5_128207	Mesodinium
Mesodinium_rubrum|Trans_6682_Len_1029_Cov_80.53_OG5_131576	Mesodinium
Mesodinium_rubrum|Trans_1638_Len_369_Cov_109.02_OG5_132086	Mesodinium
Mesodinium_rubrum|Trans_4930_Len_1149_Cov_111.67_OG5_127606	Mesodinium
Mesodinium_rubrum|Trans_17381_Len_651_Cov_239.21_OG5_128539	Mesodinium
Mesodinium_rubrum|Trans_13956_Len_504_Cov_11.63_OG5_127012	Cryptophyte
Mesodinium_rubrum|Trans_4206_Len_1266_Cov_790.98_OG5_127580	Mesodinium
Mesodinium_rubrum|Trans_5580_Len_978_Cov_63.37_OG5_127238	Cryptophyte
Mesodinium_rubrum|Trans_18113_Len_399_Cov_47.55_OG5_127299	Mesodinium
Mesodinium_rubrum|Trans_12070_Len_429_Cov_12.15_OG5_128171	Cryptophyte
Mesodinium_rubrum|Trans_10079_Len_816_Cov_28.14_OG5_129045	Mesodinium
Mesodinium_rubrum|Trans_1688_Len_1125_Cov_17.38_OG5_128261	Cryptophyte
Mesodinium_rubrum|Trans_4055_Len_1326_Cov_3815.97_OG5_126611	Mesodinium
Mesodinium_rubrum|Trans_10625_Len_549_Cov_23.98_OG5_129424	Mesodinium
Mesodinium_rubrum|Trans_14904_Len_384_Cov_501.36_OG5_127390	Mesodinium
Mesodinium_rubrum|Trans_9555_Len_540_Cov_96.48_OG5_135583	Cryptophyte
Mesodinium_rubrum|Trans_4955_Len_849_Cov_35.38_OG5_127772	Cryptophyte
Mesodinium_rubrum|Trans_10977_Len_294_Cov_11.12_OG5_126864	Cryptophyte
Mesodinium_rubrum|Trans_12186_Len_804_Cov_12.23_OG5_130395	Mesodinium
Mesodinium_rubrum|Trans_2750_Len_1539_Cov_32.25_OG5_127343	Cryptophyte
Mesodinium_rubrum|Trans_24815_Len_288_Cov_82.68_OG5_128509	Cryptophyte
Mesodinium_rubrum|Trans_4836_Len_891_Cov_17.73_OG5_130716	Cryptophyte
Mesodinium_rubrum|Trans_638_Len_1791_Cov_104.24_OG5_127312	Mesodinium
Mesodinium_rubrum|Trans_14780_Len_384_Cov_118.17_OG5_128257	Cryptophyte
Mesodinium_rubrum|Trans_6528_Len_939_Cov_53.81_OG5_128511	Mesodinium
Mesodinium_rubrum|Trans_5165_Len_1083_Cov_28.97_OG5_129846	Cryptophyte
Mesodinium_rubrum|Trans_4988_Len_1077_Cov_98.10_OG5_130779	Mesodinium
Mesodinium_rubrum|Trans_663_Len_2040_Cov_28.49_OG5_130276	Cryptophyte
Mesodinium_rubrum|Trans_15967_Len_609_Cov_804.55_OG5_126953	Mesodinium
Mesodinium_rubrum|Trans_9497_Len_927_Cov_46.97_OG5_127622	Mesodinium
Mesodinium_rubrum|Trans_6964_Len_1161_Cov_53.74_OG5_126874	Cryptophyte
Mesodinium_rubrum|Trans_7610_Len_240_Cov_10.72_OG5_126866	Cryptophyte
Mesodinium_rubrum|Trans_879_Len_1041_Cov_22.99_OG5_127347	Cryptophyte
Mesodinium_rubrum|Trans_1398_Len_1593_Cov_84.34_OG5_129572	Cryptophyte
Mesodinium_rubrum|Trans_3991_Len_1134_Cov_62.36_OG5_126595	Cryptophyte
Mesodinium_rubrum|Trans_34430_Len_258_Cov_91.21_OG5_127028	Cryptophyte
Mesodinium_rubrum|Trans_852_Len_2310_Cov_88.10_OG5_133159	Mesodinium
Mesodinium_rubrum|Trans_3396_Len_948_Cov_10.09_OG5_129172	Cryptophyte
Mesodinium_rubrum|Trans_8457_Len_627_Cov_74.61_OG5_129424	Mesodinium
Mesodinium_rubrum|Trans_2777_Len_1062_Cov_45.77_OG5_127282	Cryptophyte
Mesodinium_rubrum|Trans_227_Len_3117_Cov_40.83_OG5_129819	Cryptophyte
Mesodinium_rubrum|Trans_3324_Len_1026_Cov_38.56_OG5_126731	Cryptophyte
Mesodinium_rubrum|Trans_2532_Len_1377_Cov_61.99_OG5_126638	Mesodinium
Mesodinium_rubrum|Trans_1273_Len_1935_Cov_19.44_OG5_140265	Cryptophyte
Mesodinium_rubrum|Trans_1542_Len_1665_Cov_17.73_OG5_126753	Cryptophyte
Mesodinium_rubrum|Trans_38120_Len_357_Cov_12.52_OG5_128232	Cryptophyte
Mesodinium_rubrum|Trans_23631_Len_423_Cov_1663.35_OG5_126766	Mesodinium
Mesodinium_rubrum|Trans_2611_Len_1632_Cov_12.60_OG5_128140	Cryptophyte
Mesodinium_rubrum|Trans_1589_Len_1374_Cov_27.30_OG5_127592	Cryptophyte
Mesodinium_rubrum|Trans_16777_Len_516_Cov_50.45_OG5_133155	Mesodinium
Mesodinium_rubrum|Trans_13420_Len_471_Cov_11.39_OG5_140506	Cryptophyte
Mesodinium_rubrum|Trans_5094_Len_1020_Cov_13.71_OG5_130548	Mesodinium
Mesodinium_rubrum|Trans_3277_Len_390_Cov_25.07_OG5_126740	Cryptophyte
Mesodinium_rubrum|Trans_1735_Len_1590_Cov_10.53_OG5_128633	Cryptophyte
Mesodinium_rubrum|Trans_5848_Len_558_Cov_268.38_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_8369_Len_555_Cov_149.25_OG5_126940	Cryptophyte
Mesodinium_rubrum|Trans_2133_Len_1284_Cov_99.23_OG5_126698	Cryptophyte
Mesodinium_rubrum|Trans_7076_Len_840_Cov_19.25_OG5_130566	Mesodinium
Mesodinium_rubrum|Trans_2285_Len_597_Cov_124.29_OG5_127628	Mesodinium
Mesodinium_rubrum|Trans_2905_Len_912_Cov_14.11_OG5_127934	Cryptophyte
Mesodinium_rubrum|Trans_527_Len_2124_Cov_293.72_OG5_130687	Mesodinium
Mesodinium_rubrum|Trans_10871_Len_858_Cov_14.77_OG5_129825	Mesodinium
Mesodinium_rubrum|Trans_2790_Len_672_Cov_79.32_OG5_128046	Cryptophyte
Mesodinium_rubrum|Trans_5877_Len_966_Cov_27.85_OG5_126823	Cryptophyte
Mesodinium_rubrum|Trans_8704_Len_909_Cov_66.09_OG5_126780	Mesodinium
Mesodinium_rubrum|Trans_5464_Len_537_Cov_27.86_OG5_127374	Cryptophyte
Mesodinium_rubrum|Trans_8324_Len_438_Cov_79.29_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_7275_Len_1053_Cov_127.93_OG5_129442	Mesodinium
Mesodinium_rubrum|Trans_4932_Len_567_Cov_71.31_OG5_127064	Cryptophyte
Mesodinium_rubrum|Trans_10352_Len_804_Cov_98.87_OG5_126955	Mesodinium
Mesodinium_rubrum|Trans_3980_Len_1353_Cov_25.83_OG5_126605	Cryptophyte
Mesodinium_rubrum|Trans_30_Len_1044_Cov_53.07_OG5_128330	Mesodinium
Mesodinium_rubrum|Trans_9963_Len_180_Cov_23.24_OG5_128626	Cryptophyte
Mesodinium_rubrum|Trans_1883_Len_882_Cov_13.21_OG5_131363	Cryptophyte
Mesodinium_rubrum|Trans_11641_Len_345_Cov_58.34_OG5_126867	Cryptophyte
Mesodinium_rubrum|Trans_5437_Len_990_Cov_397.60_OG5_126823	Mesodinium
Mesodinium_rubrum|Trans_18060_Len_531_Cov_66.35_OG5_128642	Mesodinium
Mesodinium_rubrum|Trans_17621_Len_588_Cov_39.22_OG5_127854	Cryptophyte
Mesodinium_rubrum|Trans_4615_Len_1077_Cov_149.41_OG5_127786	Mesodinium
Mesodinium_rubrum|Trans_8997_Len_573_Cov_558.25_OG5_129675	Mesodinium
Mesodinium_rubrum|Trans_10761_Len_183_Cov_47.51_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_1200_Len_1794_Cov_42.20_OG5_126927	Cryptophyte
Mesodinium_rubrum|Trans_22471_Len_348_Cov_282.40_OG5_127904	Mesodinium
Mesodinium_rubrum|Trans_6821_Len_993_Cov_24.42_OG5_126748	Mesodinium
Mesodinium_rubrum|Trans_10252_Len_252_Cov_19.09_OG5_127603	Cryptophyte
Mesodinium_rubrum|Trans_18668_Len_387_Cov_143.26_OG5_126965	Cryptophyte
Mesodinium_rubrum|Trans_10624_Len_822_Cov_60.28_OG5_127352	Mesodinium
Mesodinium_rubrum|Trans_5705_Len_708_Cov_102.10_OG5_126950	Cryptophyte
Mesodinium_rubrum|Trans_21567_Len_225_Cov_840.28_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_44_Len_4257_Cov_31.52_OG5_126835	Cryptophyte
Mesodinium_rubrum|Trans_3798_Len_1305_Cov_95.90_OG5_126698	Cryptophyte
Mesodinium_rubrum|Trans_13007_Len_708_Cov_159.89_OG5_130704	Mesodinium
Mesodinium_rubrum|Trans_168_Len_3144_Cov_14.40_OG5_129819	Cryptophyte
Mesodinium_rubrum|Trans_11368_Len_678_Cov_29.50_OG5_126593	Cryptophyte
Mesodinium_rubrum|Trans_2733_Len_1620_Cov_32.58_OG5_127123	Mesodinium
Mesodinium_rubrum|Trans_4511_Len_1248_Cov_213.20_OG5_126686	Mesodinium
Mesodinium_rubrum|Trans_5578_Len_861_Cov_127.78_OG5_127732	Mesodinium
Mesodinium_rubrum|Trans_15151_Len_678_Cov_10.33_OG5_126593	Mesodinium
Mesodinium_rubrum|Trans_5285_Len_1029_Cov_15.30_OG5_136932	Cryptophyte
Mesodinium_rubrum|Trans_4065_Len_1089_Cov_39.86_OG5_132052	Mesodinium
Mesodinium_rubrum|Trans_23632_Len_453_Cov_876.33_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_2279_Len_1479_Cov_16.39_OG5_126980	Cryptophyte
Mesodinium_rubrum|Trans_11801_Len_675_Cov_51.33_OG5_128352	Cryptophyte
Mesodinium_rubrum|Trans_11196_Len_696_Cov_217.24_OG5_127791	Mesodinium
Mesodinium_rubrum|Trans_11950_Len_699_Cov_14.84_OG5_126985	Cryptophyte
Mesodinium_rubrum|Trans_2576_Len_684_Cov_19.02_OG5_156551	Cryptophyte
Mesodinium_rubrum|Trans_1822_Len_1518_Cov_90.96_OG5_128435	Cryptophyte
Mesodinium_rubrum|Trans_6325_Len_1014_Cov_20.89_OG5_133665	Cryptophyte
Mesodinium_rubrum|Trans_150_Len_2796_Cov_52.59_OG5_126610	Mesodinium
Mesodinium_rubrum|Trans_19065_Len_483_Cov_133.47_OG5_128611	Mesodinium
Mesodinium_rubrum|Trans_1382_Len_1245_Cov_102.17_OG5_128086	Mesodinium
Mesodinium_rubrum|Trans_17903_Len_384_Cov_57.69_OG5_127128	Cryptophyte
Mesodinium_rubrum|Trans_2428_Len_1398_Cov_15.38_OG5_126793	Cryptophyte
Mesodinium_rubrum|Trans_16499_Len_600_Cov_42.69_OG5_127882	Mesodinium
Mesodinium_rubrum|Trans_7591_Len_588_Cov_20.29_OG5_127997	Cryptophyte
Mesodinium_rubrum|Trans_10350_Len_564_Cov_185.66_OG5_127705	Mesodinium
Mesodinium_rubrum|Trans_79_Len_1755_Cov_29.50_OG5_129417	Mesodinium
Mesodinium_rubrum|Trans_8284_Len_579_Cov_30.59_OG5_126593	Cryptophyte
Mesodinium_rubrum|Trans_5870_Len_1038_Cov_14.24_OG5_127732	Cryptophyte
Mesodinium_rubrum|Trans_19145_Len_354_Cov_59.56_OG5_131261	Cryptophyte
Mesodinium_rubrum|Trans_30472_Len_342_Cov_501.27_OG5_126570	Mesodinium
Mesodinium_rubrum|Trans_18767_Len_627_Cov_13.50_OG5_128111	Cryptophyte
Mesodinium_rubrum|Trans_1571_Len_702_Cov_57.87_OG5_130283	Cryptophyte
Mesodinium_rubrum|Trans_8035_Len_666_Cov_53.79_OG5_127628	Mesodinium
Mesodinium_rubrum|Trans_16119_Len_453_Cov_10.99_OG5_143841	Cryptophyte
Mesodinium_rubrum|Trans_191_Len_3054_Cov_50.96_OG5_127790	Mesodinium
Mesodinium_rubrum|Trans_22472_Len_354_Cov_214.20_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_1974_Len_1872_Cov_54.33_OG5_126755	Mesodinium
Mesodinium_rubrum|Trans_2248_Len_1170_Cov_17.37_OG5_126654	Mesodinium
Mesodinium_rubrum|Trans_17733_Len_585_Cov_197.62_OG5_127236	Cryptophyte
Mesodinium_rubrum|Trans_6894_Len_1056_Cov_37.96_OG5_127606	Cryptophyte
Mesodinium_rubrum|Trans_5456_Len_837_Cov_38.26_OG5_130862	Cryptophyte
Mesodinium_rubrum|Trans_5121_Len_1293_Cov_17.36_OG5_127719	Mesodinium
Mesodinium_rubrum|Trans_1159_Len_1464_Cov_61.19_OG5_126638	Cryptophyte
Mesodinium_rubrum|Trans_15459_Len_429_Cov_57.29_OG5_128368	Mesodinium
Mesodinium_rubrum|Trans_5647_Len_1038_Cov_19.63_OG5_128426	Cryptophyte
Mesodinium_rubrum|Trans_3855_Len_906_Cov_30.95_OG5_132670	Mesodinium
Mesodinium_rubrum|Trans_22203_Len_420_Cov_384.72_OG5_126570	Mesodinium
Mesodinium_rubrum|Trans_5424_Len_1038_Cov_118.11_OG5_129181	Cryptophyte
Mesodinium_rubrum|Trans_2516_Len_1449_Cov_30.20_OG5_129066	Cryptophyte
Mesodinium_rubrum|Trans_476_Len_1449_Cov_24.67_OG5_130489	Mesodinium
Mesodinium_rubrum|Trans_2836_Len_1506_Cov_16.45_OG5_127227	Cryptophyte
Mesodinium_rubrum|Trans_2540_Len_939_Cov_20.19_OG5_134528	Cryptophyte
Mesodinium_rubrum|Trans_6684_Len_279_Cov_16.02_OG5_130212	Mesodinium
Mesodinium_rubrum|Trans_4483_Len_882_Cov_10.94_OG5_129761	Cryptophyte
Mesodinium_rubrum|Trans_2417_Len_423_Cov_12.59_OG5_128043	Cryptophyte
Mesodinium_rubrum|Trans_3984_Len_1353_Cov_12.29_OG5_126605	Cryptophyte
Mesodinium_rubrum|Trans_7523_Len_240_Cov_472.48_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_864_Len_2262_Cov_41.61_OG5_127557	Cryptophyte
Mesodinium_rubrum|Trans_1073_Len_1809_Cov_109.91_OG5_129672	Mesodinium
Mesodinium_rubrum|Trans_11683_Len_813_Cov_56.12_OG5_128051	Cryptophyte
Mesodinium_rubrum|Trans_3333_Len_1200_Cov_25.19_OG5_126849	Mesodinium
Mesodinium_rubrum|Trans_1044_Len_951_Cov_15.83_OG5_129983	Cryptophyte
Mesodinium_rubrum|Trans_4476_Len_753_Cov_11.36_OG5_127301	Cryptophyte
Mesodinium_rubrum|Trans_18015_Len_492_Cov_169.10_OG5_126792	Cryptophyte
Mesodinium_rubrum|Trans_3866_Len_477_Cov_27.09_OG5_127442	Cryptophyte
Mesodinium_rubrum|Trans_3069_Len_912_Cov_10.41_OG5_126675	Cryptophyte
Mesodinium_rubrum|Trans_2963_Len_1494_Cov_48.01_OG5_127102	Mesodinium
Mesodinium_rubrum|Trans_4321_Len_1266_Cov_52.14_OG5_127438	Cryptophyte
Mesodinium_rubrum|Trans_40077_Len_285_Cov_157.46_OG5_126769	Mesodinium
Mesodinium_rubrum|Trans_2871_Len_1308_Cov_10.09_OG5_127946	Cryptophyte
Mesodinium_rubrum|Trans_52263_Len_249_Cov_149.80_OG5_129799	Mesodinium
Mesodinium_rubrum|Trans_7221_Len_876_Cov_26.48_OG5_127710	Cryptophyte
Mesodinium_rubrum|Trans_9024_Len_519_Cov_11.17_OG5_127729	Mesodinium
Mesodinium_rubrum|Trans_2116_Len_1122_Cov_16.57_OG5_127865	Cryptophyte
Mesodinium_rubrum|Trans_1309_Len_1413_Cov_14.40_OG5_133046	Cryptophyte
Mesodinium_rubrum|Trans_429_Len_1116_Cov_21.06_OG5_128542	Mesodinium
Mesodinium_rubrum|Trans_23052_Len_408_Cov_3657.75_OG5_126570	Mesodinium
Mesodinium_rubrum|Trans_10131_Len_453_Cov_34.94_OG5_127153	Cryptophyte
Mesodinium_rubrum|Trans_8099_Len_489_Cov_20.57_OG5_132519	Cryptophyte
Mesodinium_rubrum|Trans_15726_Len_645_Cov_23.88_OG5_127514	Cryptophyte
Mesodinium_rubrum|Trans_15900_Len_513_Cov_64.07_OG5_127299	Mesodinium
Mesodinium_rubrum|Trans_97_Len_894_Cov_10.75_OG5_130954	Cryptophyte
Mesodinium_rubrum|Trans_3009_Len_1062_Cov_28.45_OG5_126730	Cryptophyte
Mesodinium_rubrum|Trans_5329_Len_609_Cov_14.32_OG5_128407	Cryptophyte
Mesodinium_rubrum|Trans_5878_Len_639_Cov_21.36_OG5_129661	Mesodinium
Mesodinium_rubrum|Trans_23282_Len_462_Cov_276.36_OG5_128232	Mesodinium
Mesodinium_rubrum|Trans_15275_Len_309_Cov_12.19_OG5_126613	Cryptophyte
Mesodinium_rubrum|Trans_7392_Len_846_Cov_184.64_OG5_127865	Mesodinium
Mesodinium_rubrum|Trans_6996_Len_651_Cov_12.70_OG5_127015	Cryptophyte
Mesodinium_rubrum|Trans_6131_Len_963_Cov_31.21_OG5_130795	Cryptophyte
Mesodinium_rubrum|Trans_5317_Len_1257_Cov_12.73_OG5_126795	Cryptophyte
Mesodinium_rubrum|Trans_2605_Len_1557_Cov_498.55_OG5_130233	Mesodinium
Mesodinium_rubrum|Trans_1251_Len_2076_Cov_15.34_OG5_126599	Mesodinium
Mesodinium_rubrum|Trans_3845_Len_1362_Cov_19.67_OG5_126605	Cryptophyte
Mesodinium_rubrum|Trans_26726_Len_234_Cov_104.75_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_9958_Len_942_Cov_59.63_OG5_127639	Mesodinium
Mesodinium_rubrum|Trans_25499_Len_363_Cov_162.78_OG5_127261	Cryptophyte
